SiteNumber, SiteName, SiteCategory, SiteAgency, SiteLongitude, SiteLatitude, SiteNWISURL
"414318085200601","LAGRANGE 2 (LG 2)","GW","USGS",-85.33493940,41.72168160,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414318085200601"
"414330076280501","BR    92 Bradford County Observation Well","GW","USGS",-76.46872220,41.72341667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414330076280501"
"414333075153201","WN    64 Wayne County Observation Well","GW","USGS",-75.25858330,41.72522220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414333075153201"
"414400070242901","MA-SDW  252R SANDWICH, MA","GW","USGS",-70.40805560,41.73333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414400070242901"
"414405070312104","MA-SDW  483-0170 (MW-17M3) SANDWICH, MA","GW","USGS",-70.52185880,41.73620936,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414405070312104"
"414420074222501","U1658","GW","USGS",-74.37387220,41.73913330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414420074222501"
"414429074052001","Local number, U-1620, SUNY New Paltz NY","GW","USGS",-74.08888889,41.74155556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414429074052001"
"414455070325701","MA-BHW  507-0253 (MW-67M1) BOURNE, MA","GW","USGS",-70.54871800,41.74873655,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414455070325701"
"414504074214601","U1681","GW","USGS",-74.36283330,41.75117500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414504074214601"
"414506074210802","U1641","GW","USGS",-74.35230560,41.75175830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414506074210802"
"414513077333701","TI   100  Tioga County Observation Well","GW","USGS",-77.56022220,41.75333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414513077333701"
"414518070015801","MA-BMW   21R BREWSTER, MA","GW","USGS",-70.03277778,41.75500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414518070015801"
"414525074360601","Local number, Sv-535, Woodbourne NY","GW","USGS",-74.60136110,41.75675000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414525074360601"
"414534074205101","U1628","GW","USGS",-74.34763610,41.75964444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414534074205101"
"414535074210601","U1645","GW","USGS",-74.35179720,41.75982778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414535074210601"
"414535074212001","U1629","GW","USGS",-74.35557500,41.75982778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414535074212001"
"414545074205201","U1663","GW","USGS",-74.34780560,41.76252220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414545074205201"
"414545074212701","U1677","GW","USGS",-74.35761110,41.76253610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414545074212701"
"414546074205301","U1625","GW","USGS",-74.34823610,41.76283889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414546074205301"
"414549074205101","U1649","GW","USGS",-74.34755560,41.76376944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414549074205101"
"414553074203201","U1650","GW","USGS",-74.34224720,41.76492778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414553074203201"
"414607102263302","21N 44W29AB 2 Crescent Lake2","GW","USGS",-102.44469170,41.76928330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414607102263302"
"414611074201201","U1653","GW","USGS",-74.33667500,41.76978610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414611074201201"
"414614074194501","U1647","GW","USGS",-74.32928060,41.77071110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414614074194501"
"414615074201501","U1044","GW","USGS",-74.33633240,41.77009338,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414615074201501"
"414616074190601","U4862","GW","USGS",-74.31850000,41.77133056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414616074190601"
"414632070014901","MA-BMW  22R BREWSTER, MA","GW","USGS",-70.03027778,41.77555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414632070014901"
"414640077493801","PO    72 Potter County Observation Well","GW","USGS",-77.82730560,41.77705556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414640077493801"
"414706071045001","MA-F3W   23R FREETOWN, MA","GW","USGS",-71.08055560,41.78500000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414706071045001"
"414712071175001","MA-SHW  275R SEEKONK, MA","GW","USGS",-71.29722220,41.78666667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414712071175001"
"414728074154301","U1691","GW","USGS",-74.26204440,41.79119720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414728074154301"
"414737073563301","Local number, Du-321, near Hyde Park NY","GW","USGS",-73.94208160,41.79370429,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414737073563301"
"414741072134501"," CT-MS    44 MANSFIELD, CT","GW","USGS",-72.22863610,41.79502220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414741072134501"
"414831072173002","CT- MS   80 MANSFIELD, CT","GW","USGS",-72.29210560,41.80853330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414831072173002"
"414912074081101","U 257","GW","USGS",-74.13638889,41.82000000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414912074081101"
"414948074035001","Local number, U-1619, Tillson NY","GW","USGS",-74.06388889,41.83000000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414948074035001"
"414952100060301","22N 24W33DBCB1Dunning","GW","USGS",-100.10086670,41.83110278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414952100060301"
"414959074084401","U7770","GW","USGS",-74.14555560,41.83305556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=414959074084401"
"415052074080901","U 262","GW","USGS",-74.13583330,41.84777778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415052074080901"
"415104121232901","46.00N/05.00E-03P01M","GW","USGS",-121.39269440,41.85125000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415104121232901"
"415150078220401","MC   126 McKean County Observation Well","GW","USGS",-78.36775000,41.86388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415150078220401"
"415217070393102","MA-PWW  494 PLYMOUTH, MA","GW","USGS",-70.65808970,41.87149278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415217070393102"
"415229070554301","MA-LKW   14R LAKEVILLE, MA","GW","USGS",-70.92861110,41.87472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415229070554301"
"415320075450401","SQ   459  Susquehanna County Observation Well","GW","USGS",-75.75125000,41.88883330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415320075450401"
"415354069585201","MA-WNW 17R WELLFLEET,MA","GW","USGS",-69.98111110,41.89833330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415354069585201"
"415439093094801","082N20W15DBC        2008IACRN-5","GW","USGS",-93.16325000,41.91077778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415439093094801"
"415453070434901","MA-PWW   22 PLYMOUTH, MA","GW","USGS",-70.72976670,41.91492500,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415453070434901"
"415546071474701","RI-BUW  395 BURRILLVILLE, RI","GW","USGS",-71.79590350,41.92954260,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415546071474701"
"415546121205401","47.00N/05.00E-12F01M","GW","USGS",-121.34950000,41.92930556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415546121205401"
"415552070031702","MA-WNW  159-0012 WELLFLEET, MA","GW","USGS",-70.05473060,41.93110830,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415552070031702"
"415602084593701","06S 06W 22CABA 01 BRANCH CO (COLDWATER TEST 4)","GW","USGS",-84.99357680,41.93393737,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415602084593701"
"415607080044601","ER    82 Erie County Observation Well","GW","USGS",-80.07900000,41.93466667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415607080044601"
"415939091400201","                    2015USGS GPW5","GW-CR","USGS",-91.66736110,41.99425556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415939091400201"
"415949091405402","083N07W17DAC        1993USGS CRM-12","GW","USGS",-91.68184720,41.99694400,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415949091405402"
"415954091440301","083N08W13CBBC       1997USGS CRM-20","GW","USGS",-91.73434850,41.99833230,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415954091440301"
"415954091440401","                    2015USGS GPW2","GW-CR","USGS",-91.73458330,41.99852778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415954091440401"
"415956073241501"," CT-SY    24 SALISBURY, CT","GW","USGS",-73.40386389,41.99904167,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=415956073241501"
"420014091442701","083N08W14A          1996USGS CRM-18","GW","USGS",-91.74083330,42.00388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420014091442701"
"420026091423001","                    2015USGS GPW3","GW-CR","USGS",-91.70850000,42.00722220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420026091423001"
"420031091422601","                    2015USGS GPW4","GW-CR","USGS",-91.70730560,42.00875000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420031091422601"
"420031091443301","                    2015USGS GPW1","GW-CR","USGS",-91.74269440,42.00877778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420031091443301"
"420033091420302","083N07W07DDBD       1993USGS CRM-11","GW","USGS",-91.70101410,42.00916560,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420033091420302"
"420206070045901","MA-TSW   89 TRURO, MA","GW","USGS",-70.08257220,42.03522778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420206070045901"
"420212095235701","083N39W04BBB        2008IACRN-6","GW","USGS",-95.39922220,42.03663889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420212095235701"
"420305072581401","MA-GLW    6R GRANVILLE, MA","GW","USGS",-72.97067778,42.05140278,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420305072581401"
"420316070433501","MA-D4W   79R DUXBURY, MA","GW","USGS",-70.72638889,42.05444444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420316070433501"
"420317070432901","MA-D4W   80 DUXBURY, MA","GW","USGS",-70.72420520,42.05482470,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420317070432901"
"420318121312201","40.00S/11.00E-28DDD01","GW","USGS",-121.52386100,42.05483330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420318121312201"
"420326079295801","Local number, Cu-5, near Panama NY","GW","USGS",-79.49919440,42.05744444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420326079295801"
"420348121453601","40.00S/09.00E-28ADB01","GW","USGS",-121.76113890,42.06308330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420348121453601"
"420350073193601","MA-SJW   58R SHEFFIELD, MA","GW","USGS",-73.32666670,42.06388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420350073193601"
"420457088105801","42N9E-28.2a (South Barrington)","GW","USGS",-88.18277780,42.08244444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420457088105801"
"420530078445201","Local number, Ct-121, near Red House NY","GW","USGS",-78.74752780,42.09183330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420530078445201"
"420544071173701","MA-NNW   27R NORFOLK, MA","GW","USGS",-71.29361110,42.09555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420544071173701"
"420610071421402","MA-NXW   54 NORTHBRIDGE, MA","GW","USGS",-71.70340150,42.10287415,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420610071421402"
"420619076515201","Local number, Cm-131, near Elmira NY","GW","USGS",-76.86647220,42.10536110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420619076515201"
"420710077052101","Local number, Sb-446, near Corning NY","GW","USGS",-77.08905560,42.11955556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420710077052101"
"420815076155501","Local number, Ti-14, Owego NY","GW","USGS",-76.26522220,42.13755556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420815076155501"
"420825123040401","39S/03W-33BBA1","GW","USGS",-123.06836440,42.14014996,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420825123040401"
"420828076484601","Local number, Cm-622, near Horseheads NY","GW","USGS",-76.81277778,42.14111110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420828076484601"
"420912072042801","MA-OTW    7R OTIS, MA","GW","USGS",-73.07444440,42.15333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=420912072042801"
"421012072324301","MA-CMW   95R CHICOPEE, MA","GW","USGS",-72.54527778,42.17000000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421012072324301"
"421036088054501","43N10E-29.6e1 (Deer Park)","GW","USGS",-88.09581670,42.17676389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421036088054501"
"421056088380801","43N5E-27.4h1 (14-RIL-S)","GW","USGS",-88.63547220,42.18233330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421056088380801"
"421120088281801","43N7E-19.8d (HUNT-09-03)","GW","USGS",-88.47170560,42.18887220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421120088281801"
"421122088222701","43N7E-23.1d1 (16-GRF-I)","GW","USGS",-88.37416670,42.18944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421122088222701"
"421122088222702","43N7E-23.1d2 (16-GRF-D)","GW","USGS",-88.37416670,42.18944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421122088222702"
"421138075511301","Local number, Bm-128, Kattelville NY","GW","USGS",-75.85333330,42.19394444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421138075511301"
"421145088194801","43N8E-20.6h1 (17-ALG-S)","GW","USGS",-88.33000000,42.19583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421145088194801"
"421145088194802","43N8E-20.6h2 (17-ALG-D)","GW","USGS",-88.33000000,42.19583330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421145088194802"
"421157075535401","Local number, Bm-129, near Castle Creek NY","GW","USGS",-75.89758330,42.19963889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421157075535401"
"421213076313301","Local number, Ti-891, near Spencer NY","GW","USGS",-76.52594440,42.20352778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421213076313301"
"421217079183601","Local number, Cu-867 near Gerry NY","GW","USGS",-79.31019440,42.20475000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421217079183601"
"421240072490201","MA-M7W   19 MONTGOMERY,MA","GW","USGS",-72.81699720,42.21126667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421240072490201"
"421241088101801","43N9E-15.4e1 (Lake Barrington)","GW","USGS",-88.17170560,42.21133056,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421241088101801"
"421315073212401","MA-GMW   92 GREAT BARRINGTON, MA","GW","USGS",-73.35666670,42.22083330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421315073212401"
"421321088341101","43N6E-07.1g (MARS-09-01)","GW","USGS",-88.56976940,42.22251667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421321088341101"
"421332085401901","03S 12W 11AD 01 KALAMAZOO CO (SABO-D)","GW","USGS",-85.67195020,42.22559600,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421332085401901"
"421332085401902","03S 12W 11AD 02 KALAMAZOO CO (SABO-S)","GW","USGS",-85.67195020,42.22559600,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421332085401902"
"421341088283701","43N6E-01.3b1 (15-COR-S)","GW","USGS",-88.47694440,42.22805556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421341088283701"
"421341088283703","43N6E-01.3b3 (15-COR-D)","GW","USGS",-88.47694440,42.22805556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421341088283703"
"421410072081101","MA-WUW    2R WEST BROOKFIELD, MA","GW","USGS",-72.13638889,42.23611110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421410072081101"
"421435085353701","03S 11W 04ABAD 01 KALAMAZOO CO (K-32-S)","GW","USGS",-85.59361559,42.24309690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421435085353701"
"421435085353702","03S 11W 04ABAD 02 KALAMAZOO CO (K-32-D)","GW","USGS",-85.59361559,42.24309690,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421435085353702"
"421438071165601","MA-DVW   10R DOVER, MA","GW","USGS",-71.28222220,42.24388889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421438071165601"
"421448085383601","02S 11W 31CDCB 01 KALAMAZOO CO (COLONY)","GW","USGS",-85.64333929,42.24670707,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421448085383601"
"421457085325801","02S 11W 36CBCD 01 KALAMAZOO CO (EMERALD)","GW","USGS",-85.54944800,42.24920868,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421457085325801"
"421512077472801","Local number, Ag-261, at Alfred NY","GW","USGS",-77.79111110,42.25333330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421512077472801"
"421533088421801","44N5E-30.8c1 (10-MAR-S) (McHenry Co CRN)","GW","USGS",-88.70536110,42.25902778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421533088421801"
"421544078021301","Local number, Ag-262, near Belmont NY","GW","USGS",-78.03672220,42.26222220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421544078021301"
"421547088142301","44N9E-25.1d (WAUC-02-12)","GW","USGS",-88.23975000,42.26316667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421547088142301"
"421550073025101","MA-A3W   12 BECKET, MA","GW","USGS",-73.04684720,42.26411110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421550073025101"
"421556075281602","Local number, Cn-12, near Bainbridge NY","GW","USGS",-75.47080560,42.26536110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421556075281602"
"421614085270801","02S 10W 26BBCC 01 KALAMAZOO CO (MORROW)","GW","USGS",-85.45222330,42.27059785,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421614085270801"
"421614085354001","02S 11W 28AACC 01 KALAMAZOO CO (MAPLE)","GW","USGS",-85.59445010,42.27059620,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421614085354001"
"421626088311401","44N6E-22.4c1 (11-SEN-I)","GW","USGS",-88.52063889,42.27400000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421626088311401"
"421641085350601","02S 11W 22CDBB 01 KALAMAZOO CO (STOCKBRIDGE)","GW","USGS",-85.58500570,42.27809618,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421641085350601"
"421653088370901","44N5E-23.5g (MARN-09-02)","GW","USGS",-88.61924720,42.28137778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421653088370901"
"421653088370902","44N5E-23.5g2 (MARN-10-03)","GW","USGS",-88.61924720,42.28137778,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421653088370902"
"421716085373702","02S 11W 20BBBD 02 KALAMAZOO CO (KENDALL)","GW","USGS",-85.62695170,42.28781746,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421716085373702"
"421746074180201","Local number, G-831, near Ashland NY","GW","USGS",-74.30058330,42.29616667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421746074180201"
"421747088270701","44N7E-17.8h1 (WOOD-08-01)","GW","USGS",-88.45194170,42.29641944,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421747088270701"
"421813115555801","13S 04E 12CDD1","GW","USGS",-115.93370830,42.30351389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421813115555801"
"421820088154501","44N8E-11.3d1 (13-NUN-I)","GW","USGS",-88.26250000,42.30555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421820088154501"
"421851071312601","MA-SSW   12 SOUTHBOROUGH, MA","GW","USGS",-71.52339760,42.31426100,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421851071312601"
"421853071220501","MA-WKW    2R WAYLAND, MA","GW","USGS",-71.36805560,42.31472220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421853071220501"
"421903074152301","Local number, G-644, Windham NY","GW","USGS",-74.25611110,42.31750000,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421903074152301"
"421914088125301","44N9E-05.7d1 (WAUC-08-13)","GW","USGS",-88.21475830,42.32064720,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421914088125301"
"421918085283801","02S 10W 04DACC 01 KALAMAZOO CO (CAMPBELL)","GW","USGS",-85.47722640,42.32170747,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421918085283801"
"421923072451001","MA-WXW   20 WESTHAMPTON, MA","GW","USGS",-72.80620550,42.34119934,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421923072451001"
"421948074483701","Local number, D-503, Bloomville NY","GW","USGS",-74.81019440,42.32991667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421948074483701"
"421948074483702","Local number, D-522, Bloomville NY","GW","USGS",-74.81016670,42.32994444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=421948074483702"
"422032088222001","45N7E-25.7a (MHEN-08-01)","GW","USGS",-88.37235280,42.34233610,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422032088222001"
"422056085211701","01S 09W 27CCC 01 KALAMAZOO CO (K-5)","GW","USGS",-85.35472250,42.34892908,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422056085211701"
"422058072085101","MA-HHW    1R HARDWICK, MA","GW","USGS",-72.14750000,42.34944444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422058072085101"
"422103072241102","MA-PDW   23 PELHAM, MA","GW","USGS",-72.40258470,42.35092399,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422103072241102"
"422103072241103","MA-PDW   24 PELHAM, MA","GW","USGS",-72.40258470,42.35092399,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422103072241103"
"422120088330901","45N6E-29.1h (MARN-09-01)","GW","USGS",-88.55236670,42.35556110,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422120088330901"
"422142088303101","45N6E-23.7d1 (7-HRT-S)","GW","USGS",-88.50875000,42.36172220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422142088303101"
"422142088303102","45N6E-23.7d2 (7-HRT-I)","GW","USGS",-88.50875000,42.36172220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422142088303102"
"422142088303103","45N6E-23.7d3 (7-HRT-D)","GW","USGS",-88.50875000,42.36172220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422142088303103"
"422150097402401","28N  3W33BA  1  OSMOND","GW","USGS",-97.67164440,42.36521667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422150097402401"
"422241073274601","Local number, Cb-1071, Canaan NY","GW","USGS",-73.46277778,42.37805556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422241073274601"
"422248071362401","MA-A9W   57, BERLIN, MA","GW","USGS",-71.60677778,42.37988889,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422248071362401"
"422308088195601","45N8E-17.7h1 (9-MCH-S)","GW","USGS",-88.33225000,42.38547220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422308088195601"
"422308088195602","45N8E-17.7h2 (9-MCH-D)","GW","USGS",-88.33225000,42.38547220,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422308088195602"
"422308088231001","45N7E-11.5a1 (8-GRN-I)","GW","USGS",-88.38611110,42.38555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422308088231001"
"422308088231002","45N7E-11.5a2 (8-GRN-D)","GW","USGS",-88.38611110,42.38555556,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422308088231002"
"422308088264201","45N7E-08.5a (HEBR-08-02)","GW","USGS",-88.44490830,42.38546389,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422308088264201"
"422323076190301","Local number, Tm-1968, near Slaterville Springs NY","GW","USGS",-76.31750000,42.38966667,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422323076190301"
"422341071464901","MA-WSW   26 WEST BOYLSTON, MA","GW","USGS",-71.77985278,42.39478330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422341071464901"
"422358088360201","45N5E-12.5h (HARV-09-01)","GW","USGS",-88.60061940,42.39954444,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422358088360201"
"422433088140601","45N9E-06.7e (NW-6-45-9)","GW","USGS",-88.23501670,42.40913330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422433088140601"
"422445077203301","Local number, Sb-472, near Kanona NY","GW","USGS",-77.34220320,42.41257085,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422445077203301"
"422520071483001","MA-SYW  177 STERLING, MA","GW","USGS",-71.80784990,42.42231370,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422520071483001"
"422559072332402","MA-S6W   68 SUNDERLAND, MA","GW","USGS",-72.55619920,42.43314419,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422559072332402"
"422622073410901","Local number, Cb-1072, at Niverville NY","GW","USGS",-73.68580560,42.43958330,"https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=422622073410901"
